insured_name,cedent_name,country,currency,exposure,total_ceded_by_cedent,ceded_to_reinsurer,retained_by_cedant,policy_inception_date,policy_expiry_date,exclusion_status,exclusion_reason
CATHAY PACIFIC,SCOR,UK,GBP,39861140.7,9720183.2,9590710.8,30140957.5,2024-10-25,2025-10-25,included,
MALAYSIA AIRLINES,MUNICH RE,UK,GBP,33866550.7,9007801.1,8688429.1,24858749.6,2024-04-15,2026-04-15,excluded,Cyber Risk Exclusion
CHINA EASTERN,SWISS RE,UK,GBP,65638005.6,27182243.4,26450416.3,38455762.2,2024-06-22,2025-06-22,included,
SAUDI ARABIAN AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,56612737.3,9953525.4,9847292.7,46659212.0,2024-12-21,2025-12-21,included,
SOUTHWEST AIRLINES,MUNICH RE,Germany,EUR,65050386.9,44571646.7,42666452.2,20478740.2,2024-12-16,2025-12-16,included,
UNITED AIRLINES,GENERALI,Germany,EUR,55130326.3,26930298.3,26395126.8,28200028.0,2024-02-28,2026-02-27,excluded,Cyber Risk Exclusion
TURKISH AIRLINES,ALLIANZ,Austria,EUR,18657101.3,3833941.6,3687338.8,14823159.7,2024-06-02,2026-06-02,included,
DELTA AIR LINES,SCOR,USA,USD,59763137.6,32725647.5,32139840.0,27037490.1,2024-10-21,2025-10-21,excluded,Terrorism Exclusion
ALASKA AIRLINES,ALLIANZ,Switzerland,CHF,22663982.4,225620.7,214855.7,22438361.6,2024-09-07,2025-09-07,included,
ETIHAD AIRWAYS,ALLIANZ,Germany,EUR,20115665.7,7411821.4,7093460.5,12703844.3,2024-02-25,2025-02-24,included,
SPIRIT AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,57601719.4,6216833.2,5916936.1,51384886.1,2024-01-12,2026-01-11,excluded,Nuclear Risk Exclusion
EASYJET,SWISS RE,Switzerland,CHF,63328462.4,2942970.4,2902452.0,60385492.0,2024-05-05,2026-05-05,excluded,War Risk Exclusion
KOREAN AIR,MUNICH RE,Germany,EUR,36589648.1,5855910.9,5767790.1,30733737.2,2024-05-08,2025-05-08,excluded,Nuclear Risk Exclusion
VIRGIN ATLANTIC,SCOR,Germany,EUR,52987772.2,42338052.6,40720188.8,10649719.6,2024-10-31,2025-10-31,excluded,Cyber Risk Exclusion
SPIRIT AIRLINES,BERKSHIRE HATHAWAY,USA,USD,26615555.6,6065836.9,5767551.5,20549718.7,2024-11-28,2026-11-28,excluded,Nuclear Risk Exclusion
AIR CHINA,SWISS RE,Germany,EUR,62793094.2,38151956.2,36484716.4,24641137.9,2024-06-22,2025-06-22,excluded,War Risk Exclusion
AIR CHINA,MUNICH RE,USA,USD,67212425.5,37560499.1,36506937.7,29651926.4,2024-07-09,2026-07-09,included,
SOUTHWEST AIRLINES,HANNOVER RE,UK,GBP,28814538.5,18676737.7,17917557.4,10137800.8,2024-11-23,2025-11-23,excluded,Nuclear Risk Exclusion
CATHAY PACIFIC,SCOR,UK,GBP,56003921.7,45534604.4,45056790.1,10469317.4,2024-01-10,2025-01-09,included,
UNITED AIRLINES,MUNICH RE,Germany,EUR,55716696.9,49524861.6,48919566.0,6191835.2,2024-07-21,2025-07-21,excluded,Pandemic Exclusion
SOUTHWEST AIRLINES,ZURICH,USA,USD,47540027.5,22226642.5,21965028.5,25313385.0,2024-11-10,2025-11-10,included,
AIR CANADA,ALLIANZ,Switzerland,CHF,25153595.7,21866707.2,21178052.5,3286888.5,2024-02-08,2025-02-07,excluded,War Risk Exclusion
RYANAIR,ALLIANZ,USA,USD,73473700.1,66075479.2,64572895.7,7398220.9,2024-02-22,2025-02-21,excluded,Nuclear Risk Exclusion
UNITED AIRLINES,HANNOVER RE,France,EUR,20277622.5,17868030.4,17213265.1,2409592.1,2024-08-09,2026-08-09,included,
AIR CHINA,ZURICH,Germany,EUR,97996368.8,72069733.8,68841691.2,25926635.0,2024-03-09,2025-03-09,included,
AMERICAN AIRLINES,SCOR,USA,USD,18380233.3,893747.7,875802.3,17486485.6,2024-07-01,2025-07-01,included,
UNITED AIRLINES,AXA,USA,USD,31431358.4,17506427.3,16915638.0,13924931.1,2024-07-07,2026-07-07,included,
AIR CHINA,GENERALI,France,EUR,10962399.3,5574390.0,5503413.7,5388009.3,2024-10-28,2025-10-28,included,
FRONTIER AIRLINES,MUNICH RE,USA,USD,15103777.3,8063073.2,7953463.0,7040704.0,2024-04-27,2026-04-27,included,
SINGAPORE AIRLINES,GENERALI,Italy,EUR,89428680.7,65565607.7,63813147.9,23863073.0,2024-05-24,2025-05-24,excluded,War Risk Exclusion
SPIRIT AIRLINES,SWISS RE,Germany,EUR,27235745.4,8448484.2,8048931.7,18787261.2,2024-01-01,2025-12-31,excluded,Pandemic Exclusion
JETBLUE AIRWAYS,BERKSHIRE HATHAWAY,Switzerland,CHF,53993425.0,27311240.6,26646127.7,26682184.4,2024-11-16,2025-11-16,included,
CHINA EASTERN,AXA,USA,USD,79436154.4,17650616.2,17422209.2,61785538.2,2024-01-09,2026-01-08,excluded,Pandemic Exclusion
SAUDI ARABIAN AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,21615191.6,2149569.5,2045396.7,19465622.1,2024-08-17,2026-08-17,excluded,Cyber Risk Exclusion
CHINA EASTERN,HANNOVER RE,USA,USD,52682522.9,35884406.2,34683197.3,16798116.7,2024-03-25,2025-03-25,included,
CHINA EASTERN,ZURICH,Germany,EUR,35899422.8,39449.6,37843.0,35859973.2,2024-11-22,2025-11-22,included,
AIR FRANCE-KLM,MUNICH RE,Singapore,SGD,37685208.4,22797144.4,21780577.4,14888064.0,2024-08-12,2025-08-12,excluded,War Risk Exclusion
EMIRATES AIRLINES,MUNICH RE,Germany,EUR,44004122.6,28164959.7,27109392.8,15839162.8,2024-11-27,2025-11-27,included,
KOREAN AIR,SCOR,France,EUR,23843834.5,14335729.6,13770842.0,9508105.0,2024-08-27,2026-08-27,excluded,Nuclear Risk Exclusion
CHINA SOUTHERN,GENERALI,Germany,EUR,36801248.5,9190746.9,8971279.0,27610501.7,2024-05-06,2025-05-06,included,
AIR CHINA,MUNICH RE,Singapore,SGD,62994080.9,6787922.2,6521001.1,56206158.7,2024-01-20,2026-01-19,included,
ETIHAD AIRWAYS,AXA,France,EUR,18460233.0,13040434.6,12471313.3,5419798.4,2024-10-02,2025-10-02,included,
THAI AIRWAYS,CHUBB,Singapore,SGD,89850489.5,66397586.8,63553788.1,23452902.7,2024-02-13,2026-02-12,included,
ETIHAD AIRWAYS,SWISS RE,Germany,EUR,28994391.1,5418237.5,5318031.9,23576153.6,2024-02-17,2026-02-16,excluded,War Risk Exclusion
RYANAIR,HANNOVER RE,USA,USD,79182474.0,4427397.9,4380830.7,74755076.0,2024-08-03,2025-08-03,excluded,Nuclear Risk Exclusion
AIR CHINA,MUNICH RE,USA,USD,63068717.2,47126425.4,46397449.2,15942291.8,2024-05-25,2026-05-25,included,
CHINA SOUTHERN,SWISS RE,UK,GBP,80448456.4,34598155.6,33864173.2,45850300.8,2024-02-04,2026-02-03,included,
CHINA EASTERN,MUNICH RE,USA,USD,93142828.3,27701627.6,27074440.5,65441200.7,2024-02-26,2026-02-25,included,
QATAR AIRWAYS,GENERALI,Austria,EUR,52703011.0,18519889.5,17958339.8,34183121.5,2024-11-04,2025-11-04,excluded,Nuclear Risk Exclusion
TURKISH AIRLINES,HANNOVER RE,France,EUR,52803579.4,44095240.4,43098636.8,8708339.0,2024-05-28,2026-05-28,included,
QATAR AIRWAYS,MUNICH RE,UK,GBP,13244382.0,5980461.1,5808414.0,7263920.9,2024-03-23,2026-03-23,included,
CHINA EASTERN,MUNICH RE,Singapore,SGD,13906986.1,2577759.5,2542102.2,11329226.6,2024-12-15,2025-12-15,included,
SAUDI ARABIAN AIRLINES,ZURICH,USA,USD,13967201.7,5386362.9,5155636.3,8580838.8,2024-12-03,2026-12-03,excluded,Nuclear Risk Exclusion
ALASKA AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,38958085.5,23302657.2,22690169.9,15655428.3,2024-09-23,2025-09-23,included,
JAPAN AIRLINES,HANNOVER RE,France,EUR,13772181.4,2846207.5,2776335.2,10925973.9,2024-10-17,2026-10-17,included,
CHINA EASTERN,SCOR,USA,USD,30469994.6,3714057.7,3541272.0,26755936.9,2024-10-14,2025-10-14,included,
AMERICAN AIRLINES,HANNOVER RE,France,EUR,34139992.5,17492912.7,17307957.9,16647079.8,2024-07-16,2025-07-16,included,
ALASKA AIRLINES,SWISS RE,UK,GBP,99520516.4,7067507.8,6755318.0,92453008.6,2024-11-08,2025-11-08,excluded,War Risk Exclusion
JAPAN AIRLINES,HANNOVER RE,France,EUR,25280468.6,20935490.1,19915540.1,4344978.4,2024-07-04,2026-07-04,included,
CATHAY PACIFIC,HANNOVER RE,Germany,EUR,55790618.7,38152116.1,36576944.3,17638502.6,2024-06-20,2025-06-20,included,
ETIHAD AIRWAYS,MUNICH RE,UK,GBP,33758314.5,15926561.8,15703534.5,17831752.7,2024-11-08,2026-11-08,included,
RYANAIR,ZURICH,USA,USD,26064750.4,10891306.6,10440213.9,15173443.8,2024-11-27,2026-11-27,included,
CHINA EASTERN,MUNICH RE,USA,USD,43106380.8,33785185.0,33047197.3,9321195.8,2024-07-31,2025-07-31,excluded,Terrorism Exclusion
AIR CANADA,SCOR,USA,USD,78652724.1,54607639.1,52956124.8,24045085.0,2024-01-03,2025-01-02,included,
AMERICAN AIRLINES,ZURICH,Germany,EUR,34014759.2,12886821.2,12634125.2,21127938.0,2024-06-27,2025-06-27,included,
CATHAY PACIFIC,AXA,UK,GBP,23987034.2,16663292.3,16313157.6,7323742.0,2024-04-10,2026-04-10,included,
THAI AIRWAYS,ZURICH,Germany,EUR,52017549.5,18439067.9,17631169.7,33578481.7,2024-11-17,2026-11-17,included,
EMIRATES AIRLINES,ALLIANZ,USA,USD,35993232.3,6180967.2,5997967.2,29812265.1,2024-04-24,2025-04-24,included,
ANA (ALL NIPPON AIRWAYS),AXA,USA,USD,50231326.2,10408029.4,10153022.9,39823296.8,2024-12-11,2025-12-11,excluded,Cyber Risk Exclusion
FRONTIER AIRLINES,AXA,USA,USD,17657956.4,35068.6,33386.4,17622887.8,2024-11-26,2025-11-26,excluded,War Risk Exclusion
ANA (ALL NIPPON AIRWAYS),ALLIANZ,Germany,EUR,11488584.5,7402716.1,7168049.2,4085868.4,2024-08-29,2026-08-29,included,
ALASKA AIRLINES,SCOR,France,EUR,10152657.5,5247326.5,5091673.3,4905330.9,2024-05-23,2026-05-23,excluded,Pandemic Exclusion
THAI AIRWAYS,AXA,USA,USD,44744139.3,17126892.6,16695601.2,27617246.7,2024-05-11,2026-05-11,excluded,Terrorism Exclusion
JETBLUE AIRWAYS,ZURICH,UK,GBP,45504982.5,1125187.1,1104145.5,44379795.4,2024-01-14,2025-01-13,included,
CHINA SOUTHERN,SCOR,Germany,EUR,37195718.6,27481926.6,26622642.7,9713791.9,2024-07-28,2025-07-28,included,
EASYJET,MUNICH RE,UK,GBP,57393896.9,15862824.5,15397485.1,41531072.4,2024-04-03,2026-04-03,included,
SAUDI ARABIAN AIRLINES,GENERALI,Germany,EUR,45552469.4,20496364.1,19822191.1,25056105.3,2024-09-28,2026-09-28,included,
ANA (ALL NIPPON AIRWAYS),BERKSHIRE HATHAWAY,Switzerland,CHF,48790233.2,4310996.1,4242082.2,44479237.1,2024-09-12,2025-09-12,included,
DELTA AIR LINES,HANNOVER RE,France,EUR,61137973.7,53029350.7,51886077.9,8108623.1,2024-12-09,2025-12-09,included,
KOREAN AIR,BERKSHIRE HATHAWAY,Germany,EUR,22427461.8,1930756.2,1835592.7,20496705.6,2024-12-29,2025-12-29,included,
ETIHAD AIRWAYS,MUNICH RE,UK,GBP,80779329.0,19241293.3,18725795.7,61538035.6,2024-11-25,2025-11-25,included,
BRITISH AIRWAYS,ZURICH,Switzerland,CHF,74514610.6,12010638.3,11869362.4,62503972.2,2024-04-24,2025-04-24,included,
JETBLUE AIRWAYS,MUNICH RE,UK,GBP,24235413.1,16525831.8,16046278.9,7709581.3,2024-02-06,2026-02-05,included,
LUFTHANSA GROUP,MUNICH RE,Singapore,SGD,71016230.9,6547099.6,6318055.9,64469131.3,2024-01-02,2025-01-01,included,
ETIHAD AIRWAYS,AXA,UK,GBP,66327297.1,6097989.1,5963352.8,60229308.0,2024-05-27,2025-05-27,included,
AIR CHINA,AXA,UK,GBP,94577634.4,73241497.8,71810619.4,21336136.6,2024-06-29,2026-06-29,included,
JAPAN AIRLINES,SWISS RE,Germany,EUR,26660480.8,18432082.9,17753325.5,8228397.9,2024-01-06,2025-01-05,excluded,Pandemic Exclusion
EMIRATES AIRLINES,ALLIANZ,Germany,EUR,28271037.2,15753466.6,15439124.4,12517570.7,2024-08-25,2025-08-25,included,
CHINA SOUTHERN,BERKSHIRE HATHAWAY,Germany,EUR,63140641.0,19433526.0,18909643.5,43707115.0,2024-09-03,2026-09-03,excluded,War Risk Exclusion
AIR CANADA,HANNOVER RE,USA,USD,98639215.6,30044647.9,29267883.0,68594567.8,2024-11-10,2025-11-10,included,
VIRGIN ATLANTIC,ALLIANZ,USA,USD,41997888.9,21041289.0,20232319.4,20956600.0,2024-09-11,2026-09-11,included,
AIR CHINA,BERKSHIRE HATHAWAY,Switzerland,CHF,52112214.3,10605749.1,10123843.7,41506465.2,2024-01-25,2026-01-24,included,
JETBLUE AIRWAYS,HANNOVER RE,UK,GBP,67144750.4,56994987.8,55461761.8,10149762.6,2024-08-30,2026-08-30,included,
VIRGIN ATLANTIC,HANNOVER RE,USA,USD,38035740.9,18774149.7,18562470.7,19261591.2,2024-10-07,2025-10-07,included,
ANA (ALL NIPPON AIRWAYS),HANNOVER RE,UK,GBP,18468419.8,16297612.7,15765225.8,2170807.1,2024-09-20,2026-09-20,included,
JETBLUE AIRWAYS,MUNICH RE,Germany,EUR,32109998.1,1179289.6,1151768.2,30930708.5,2024-06-09,2025-06-09,included,
SAUDI ARABIAN AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,54614862.1,1632730.4,1609040.6,52982131.7,2024-09-25,2025-09-25,included,
KOREAN AIR,GENERALI,Italy,EUR,36770523.5,22450387.5,21659662.8,14320136.0,2024-11-28,2026-11-28,included,
CHINA SOUTHERN,SWISS RE,Germany,EUR,78872333.4,66018962.1,64929997.0,12853371.3,2024-10-22,2025-10-22,included,
JAPAN AIRLINES,SCOR,USA,USD,35003651.5,23724024.8,22783105.6,11279626.7,2024-08-30,2026-08-30,included,
TURKISH AIRLINES,CHUBB,USA,USD,38442784.9,31564481.1,30382701.7,6878303.8,2024-11-12,2026-11-12,included,
SAUDI ARABIAN AIRLINES,CHUBB,Switzerland,CHF,33369385.3,7657435.8,7320813.2,25711949.5,2024-06-09,2025-06-09,included,
CATHAY PACIFIC,ALLIANZ,Switzerland,CHF,70531164.3,45279213.9,44507200.3,25251950.4,2024-10-24,2025-10-24,included,
SINGAPORE AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,32852051.3,4565771.4,4397342.4,28286279.9,2024-03-31,2025-03-31,included,
MALAYSIA AIRLINES,MUNICH RE,Germany,EUR,85532067.9,14798006.9,14123022.7,70734061.0,2024-03-03,2026-03-03,excluded,Terrorism Exclusion
JETBLUE AIRWAYS,SWISS RE,Germany,EUR,71865894.2,54963483.7,54095944.5,16902410.5,2024-05-07,2025-05-07,excluded,Nuclear Risk Exclusion
THAI AIRWAYS,MUNICH RE,UK,GBP,24348278.5,7174073.7,6899363.4,17174204.8,2024-07-19,2025-07-19,included,
EASYJET,ZURICH,Switzerland,CHF,30882335.6,3101092.7,2971089.2,27781242.9,2024-04-24,2026-04-24,included,
EASYJET,ZURICH,Switzerland,CHF,42593416.5,5744249.8,5462320.8,36849166.7,2024-04-25,2026-04-25,included,
SOUTHWEST AIRLINES,GENERALI,France,EUR,78716623.8,24534542.3,24016329.0,54182081.5,2024-06-15,2026-06-15,excluded,War Risk Exclusion
LUFTHANSA GROUP,ALLIANZ,USA,USD,85562957.4,41438886.8,39553664.5,44124070.6,2024-08-13,2025-08-13,included,
ALASKA AIRLINES,CHUBB,UK,GBP,11243931.9,7959714.7,7733799.9,3284217.2,2024-12-20,2025-12-20,included,
AIR FRANCE-KLM,MUNICH RE,Germany,EUR,16775376.4,6259514.3,6060429.6,10515862.1,2024-11-28,2026-11-28,included,
UNITED AIRLINES,ALLIANZ,Switzerland,CHF,10660916.3,8059201.8,7908395.2,2601714.5,2024-07-28,2025-07-28,excluded,Pandemic Exclusion
CATHAY PACIFIC,SWISS RE,UK,GBP,87770224.2,57763035.1,56652334.4,30007189.0,2024-01-31,2026-01-30,included,
AIR CHINA,HANNOVER RE,France,EUR,24925091.5,20689325.0,20312766.6,4235766.5,2024-08-15,2026-08-15,included,
CHINA EASTERN,HANNOVER RE,UK,GBP,50772766.7,34232166.0,33437459.8,16540600.7,2024-07-22,2026-07-22,included,
MALAYSIA AIRLINES,SWISS RE,USA,USD,48338174.1,18362705.5,17770519.4,29975468.6,2024-04-04,2026-04-04,included,
EMIRATES AIRLINES,GENERALI,Austria,EUR,67195058.0,43499960.3,42392456.6,23695097.7,2024-05-04,2026-05-04,included,
KOREAN AIR,AXA,UK,GBP,79900807.0,66564047.8,64020782.3,13336759.2,2024-09-22,2025-09-22,included,
KOREAN AIR,GENERALI,Austria,EUR,73633719.2,15204682.3,14471658.0,58429036.9,2024-07-08,2025-07-08,included,
ANA (ALL NIPPON AIRWAYS),CHUBB,Singapore,SGD,48834688.8,21801090.0,21581590.9,27033598.7,2024-09-12,2025-09-12,excluded,Cyber Risk Exclusion
EMIRATES AIRLINES,AXA,Germany,EUR,17367453.5,3995274.6,3929297.9,13372178.8,2024-05-18,2025-05-18,included,
EASYJET,SWISS RE,Switzerland,CHF,65154745.2,2132416.7,2109065.9,63022328.5,2024-10-05,2026-10-05,included,
SPIRIT AIRLINES,CHUBB,Switzerland,CHF,71977607.3,19278989.0,19000278.0,52698618.3,2024-08-25,2025-08-25,excluded,Terrorism Exclusion
AMERICAN AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,50895457.9,43834074.0,42010598.8,7061383.9,2024-01-03,2025-01-02,included,
QATAR AIRWAYS,ZURICH,Germany,EUR,99819355.0,6851097.8,6665546.7,92968257.2,2024-10-27,2026-10-27,excluded,War Risk Exclusion
UNITED AIRLINES,SWISS RE,Switzerland,CHF,16939135.3,6927240.7,6785931.6,10011894.6,2024-03-15,2025-03-15,included,
DELTA AIR LINES,SWISS RE,Switzerland,CHF,24893342.8,16307954.7,15631839.0,8585388.1,2024-03-13,2026-03-13,included,
CHINA SOUTHERN,SCOR,USA,USD,39583013.3,18356897.5,17528418.3,21226115.8,2024-02-02,2025-02-01,included,
AIR CHINA,BERKSHIRE HATHAWAY,UK,GBP,55309733.4,22804803.6,21916175.7,32504929.8,2024-03-14,2025-03-14,included,
ETIHAD AIRWAYS,SCOR,Germany,EUR,59298364.8,15772394.6,15021768.0,43525970.1,2024-09-13,2026-09-13,included,
VIRGIN ATLANTIC,BERKSHIRE HATHAWAY,UK,GBP,64120147.8,30628853.6,29401205.2,33491294.1,2024-09-08,2026-09-08,excluded,Pandemic Exclusion
CHINA EASTERN,SCOR,Germany,EUR,98539617.4,15756915.1,15135877.3,82782702.3,2024-05-04,2026-05-04,included,
UNITED AIRLINES,SWISS RE,Switzerland,CHF,16359055.0,5584150.0,5499892.7,10774905.0,2024-12-29,2025-12-29,excluded,Pandemic Exclusion
AIR FRANCE-KLM,ALLIANZ,Switzerland,CHF,33328739.6,20432427.9,19506304.5,12896311.6,2024-08-25,2025-08-25,included,
EMIRATES AIRLINES,ALLIANZ,Austria,EUR,73639713.9,32162763.2,31631045.9,41476950.7,2024-10-04,2026-10-04,included,
AIR CANADA,MUNICH RE,USA,USD,70468743.2,12417278.3,11961185.5,58051464.9,2024-01-02,2025-01-01,included,
RYANAIR,AXA,France,EUR,58411751.2,44879229.3,42714220.2,13532521.8,2024-12-24,2026-12-24,excluded,Cyber Risk Exclusion
ALASKA AIRLINES,HANNOVER RE,Germany,EUR,36846441.4,7449431.7,7089949.8,29397009.7,2024-09-21,2025-09-21,included,
CHINA EASTERN,SWISS RE,USA,USD,35511215.1,12068411.5,11533890.1,23442803.7,2024-11-15,2025-11-15,included,
AIR CANADA,SCOR,UK,GBP,82797512.4,54731999.1,53530538.9,28065513.3,2024-12-31,2026-12-31,included,
CHINA SOUTHERN,HANNOVER RE,UK,GBP,33310889.0,8423116.5,8035075.3,24887772.5,2024-06-11,2026-06-11,included,
THAI AIRWAYS,ALLIANZ,USA,USD,16331921.4,8249012.8,7886613.7,8082908.6,2024-11-10,2025-11-10,excluded,Nuclear Risk Exclusion
KOREAN AIR,AXA,Germany,EUR,64764168.6,38193139.8,37263302.1,26571028.7,2024-03-11,2026-03-11,excluded,Pandemic Exclusion
RYANAIR,SCOR,France,EUR,84781785.1,45750234.2,44786690.8,39031550.8,2024-09-13,2025-09-13,included,
CHINA EASTERN,AXA,France,EUR,18989199.9,4452175.2,4384911.9,14537024.7,2024-06-02,2025-06-02,included,
AIR CANADA,SWISS RE,UK,GBP,71994916.3,56055858.8,54621208.2,15939057.5,2024-07-25,2025-07-25,included,
RYANAIR,GENERALI,Austria,EUR,55529318.1,21499556.7,20546439.3,34029761.5,2024-10-15,2025-10-15,included,
KOREAN AIR,AXA,UK,GBP,68303413.8,45092347.4,42855136.2,23211066.4,2024-01-31,2025-01-30,included,
AIR CHINA,MUNICH RE,Singapore,SGD,99433764.9,9574036.6,9354270.5,89859728.3,2024-04-06,2026-04-06,included,
SINGAPORE AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,74398719.4,25750064.0,24803250.5,48648655.4,2024-12-24,2025-12-24,included,
KOREAN AIR,CHUBB,Switzerland,CHF,16882658.0,7748568.8,7491752.8,9134089.2,2024-12-26,2025-12-26,included,
SOUTHWEST AIRLINES,AXA,UK,GBP,15310232.0,1762218.9,1686213.4,13548013.1,2024-03-07,2026-03-07,included,
EASYJET,HANNOVER RE,UK,GBP,48039334.8,37582285.0,36855803.8,10457049.8,2024-01-22,2026-01-21,excluded,Cyber Risk Exclusion
EASYJET,ALLIANZ,Switzerland,CHF,31112377.0,23040405.6,22736213.1,8071971.5,2024-05-20,2025-05-20,included,
BRITISH AIRWAYS,HANNOVER RE,Germany,EUR,74927284.2,67245016.9,64916161.5,7682267.2,2024-05-11,2025-05-11,excluded,Nuclear Risk Exclusion
CHINA SOUTHERN,SCOR,France,EUR,34533852.6,15383006.6,15034909.0,19150846.0,2024-02-25,2026-02-24,included,
VIRGIN ATLANTIC,GENERALI,Germany,EUR,88703377.0,42305835.0,41204945.9,46397541.9,2024-07-05,2025-07-05,included,
UNITED AIRLINES,MUNICH RE,Germany,EUR,98689808.2,83461479.8,81073130.5,15228328.4,2024-05-02,2025-05-02,included,
AIR FRANCE-KLM,HANNOVER RE,France,EUR,52580184.1,12396783.2,12264486.9,40183400.9,2024-07-31,2026-07-31,included,
SOUTHWEST AIRLINES,ZURICH,USA,USD,44473898.8,9811251.3,9656265.6,34662647.5,2024-12-26,2026-12-26,excluded,War Risk Exclusion
CHINA EASTERN,SWISS RE,UK,GBP,66908068.5,30893073.0,30096377.3,36014995.5,2024-01-22,2026-01-21,included,
JETBLUE AIRWAYS,GENERALI,Italy,EUR,62550152.4,40750066.9,39867149.4,21800085.5,2024-08-23,2026-08-23,included,
SAUDI ARABIAN AIRLINES,ZURICH,USA,USD,23931858.7,15795655.3,15335393.4,8136203.4,2024-04-09,2025-04-09,included,
LUFTHANSA GROUP,BERKSHIRE HATHAWAY,Germany,EUR,67132138.6,54992926.3,54129691.6,12139212.2,2024-05-26,2025-05-26,included,
AIR FRANCE-KLM,SWISS RE,USA,USD,13197386.4,7468220.1,7134918.2,5729166.3,2024-01-05,2025-01-04,included,
EMIRATES AIRLINES,ALLIANZ,USA,USD,69990672.5,9814794.8,9599898.3,60175877.7,2024-09-06,2025-09-06,included,
QATAR AIRWAYS,MUNICH RE,UK,GBP,24296156.3,19889272.2,19150717.6,4406884.2,2024-02-10,2025-02-09,excluded,War Risk Exclusion
SPIRIT AIRLINES,HANNOVER RE,UK,GBP,39917735.8,9007913.6,8642054.7,30909822.2,2024-02-19,2025-02-18,included,
EASYJET,MUNICH RE,Germany,EUR,87767110.1,37024085.8,36128355.5,50743024.3,2024-11-10,2025-11-10,included,
ETIHAD AIRWAYS,GENERALI,Germany,EUR,39849160.5,13773749.2,13549689.6,26075411.3,2024-08-08,2025-08-08,included,
LUFTHANSA GROUP,MUNICH RE,UK,GBP,72539456.3,61226490.2,60262641.5,11312966.1,2024-03-02,2026-03-02,included,
AIR FRANCE-KLM,ZURICH,USA,USD,77909991.8,25473946.1,24714114.0,52436045.7,2024-01-29,2026-01-28,included,
UNITED AIRLINES,ZURICH,USA,USD,72813418.1,35637913.6,35114804.0,37175504.5,2024-06-07,2026-06-07,included,
LUFTHANSA GROUP,CHUBB,Switzerland,CHF,91259727.5,73300458.0,72091652.9,17959269.5,2024-01-28,2026-01-27,excluded,Nuclear Risk Exclusion
EASYJET,SCOR,UK,GBP,27504995.7,13498852.5,13141103.9,14006143.2,2024-04-27,2025-04-27,included,
EMIRATES AIRLINES,MUNICH RE,Germany,EUR,48601626.6,29796394.0,29331156.9,18805232.6,2024-04-27,2025-04-27,included,
CHINA SOUTHERN,BERKSHIRE HATHAWAY,UK,GBP,96147358.2,19599851.6,19074433.5,76547506.6,2024-06-18,2026-06-18,included,
VIRGIN ATLANTIC,ZURICH,Germany,EUR,19944348.8,7017385.6,6870501.1,12926963.2,2024-01-30,2025-01-29,included,
UNITED AIRLINES,AXA,France,EUR,71827657.1,45711419.9,44578811.2,26116237.2,2024-11-10,2025-11-10,included,
SOUTHWEST AIRLINES,SCOR,Germany,EUR,58036457.9,47500153.2,45924830.0,10536304.7,2024-08-14,2025-08-14,included,
SPIRIT AIRLINES,ZURICH,Germany,EUR,49981128.5,25895554.1,24680430.5,24085574.4,2024-05-25,2026-05-25,excluded,Terrorism Exclusion
CHINA SOUTHERN,ALLIANZ,Germany,EUR,71745458.2,26209762.8,25283695.3,45535695.3,2024-08-20,2026-08-20,included,
EMIRATES AIRLINES,ZURICH,UK,GBP,69544124.9,5497554.0,5437755.3,64046570.9,2024-09-14,2026-09-14,included,
TURKISH AIRLINES,MUNICH RE,UK,GBP,19611685.3,11658910.4,11201365.2,7952774.9,2024-08-17,2025-08-17,included,
JAPAN AIRLINES,SWISS RE,USA,USD,10286748.0,6000351.8,5918074.1,4286396.2,2024-04-10,2026-04-10,included,
SAUDI ARABIAN AIRLINES,HANNOVER RE,USA,USD,56587674.4,15790997.3,15278428.3,40796677.0,2024-02-02,2026-02-01,excluded,Nuclear Risk Exclusion
ALASKA AIRLINES,AXA,Germany,EUR,18551121.1,8249802.2,8140616.2,10301318.9,2024-01-05,2025-01-04,included,
EASYJET,SWISS RE,USA,USD,44836681.7,35620299.4,34569519.6,9216382.3,2024-12-05,2025-12-05,excluded,Terrorism Exclusion
BRITISH AIRWAYS,AXA,UK,GBP,59686905.9,16061059.6,15697992.2,43625846.3,2024-02-28,2025-02-27,included,
AIR FRANCE-KLM,SCOR,USA,USD,72977238.7,43093205.1,41168189.3,29884033.6,2024-06-03,2025-06-03,included,
QATAR AIRWAYS,MUNICH RE,Singapore,SGD,31070376.0,11188921.6,10933726.0,19881454.4,2024-05-30,2025-05-30,included,
AIR CHINA,SWISS RE,USA,USD,68660227.2,53294008.2,51044121.3,15366219.0,2024-06-25,2025-06-25,excluded,Cyber Risk Exclusion
AIR FRANCE-KLM,SWISS RE,USA,USD,95028635.6,33024968.7,32267284.6,62003666.9,2024-04-09,2025-04-09,included,
